,School_Name,District,Latitude,Longitude,Address,Student_Attendance_Rate,Average_ELA_Proficiency,Average_Math_Proficiency,avg_math_ela,borough
1196,BRONX CHARTER SCHOOL FOR CHILDREN,7,40.812627,-73.919908,"388 WILLIS AVE BRONX, NY 10454",0.97,2.21,2.29,2.25,2
1197,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,9,40.839576,-73.91983,"1349 INWOOD AVE BRONX, NY 10452",0.95,2.59,2.76,2.675,2
1198,ICAHN CHARTER SCHOOL 3,11,40.856635,-73.843042,"1500 PELHAM PKWY S BRONX, NY 10461",0.95,2.55,2.83,2.69,2
1199,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,9,40.834312,-73.930213,"180 W 165TH ST BRONX, NY 10452",0.96,2.3,2.46,2.38,2
1200,AMERICAN DREAM CHARTER SCHOOL,7,40.809065,-73.91752,"510 E 141ST ST-4TH FL BRONX, NY 10454",0.97,2.38,2.3,2.34,2
1201,DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,12,40.827387,-73.900529,"800 HOME ST-RM 205 BRONX, NY 10456",0.93,2.23,2.48,2.355,2
1202,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,8,40.815971,-73.901686,"681 KELLY ST-RM 205 BRONX, NY 10455",0.95,2.67,2.87,2.77,2
1203,THE EQUALITY CHARTER SCHOOL,11,40.864136,-73.82396,"4140 HUTCHINSON RIVER PKWY E BRONX, NY 10475",0.95,2.44,2.52,2.48,2
1204,ACADEMIC LEADERSHIP CHARTER SCHOOL,7,40.807731,-73.912768,"677 E 141ST ST BRONX, NY 10454",0.94,2.83,3.11,2.9699999999999998,2
1205,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,7,40.81366,-73.925999,"339 MORRIS AVE-2ND FL BRONX, NY 10451",0.0,3.23,3.97,3.6,2
1206,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 2,9,40.835973,-73.904838,"450 ST PAUL'S PL-5TH FL BRONX, NY 10456",0.0,3.16,3.91,3.535,2
1207,ICAHN CHARTER SCHOOL 4,11,40.856635,-73.843042,"1500 PELHAM PKWY SOUTH BRONX, NY 10461",0.95,3.0,3.52,3.26,2
1208,ICAHN CHARTER SCHOOL 5,11,40.856635,-73.843042,"1500 PELHAM PKWY S BRONX, NY 10461",0.96,3.03,3.18,3.105,2
1209,NEW YORK CITY MONTESSORI CHARTER SCHOOL,7,40.808913,-73.921746,"423 E 138TH ST BRONX, NY 10454",0.91,2.02,2.27,2.145,2
1210,BRONX PREPARATORY CHARTER SCHOOL,9,40.839046,-73.90019,"3872 3RD AVE BRONX, NY 10457",0.96,2.39,2.5,2.4450000000000003,2
1211,KIPP ACADEMY CHARTER SCHOOL,7,40.816194,-73.926169,"201 E 144TH ST BRONX, NY 10451",0.96,2.42,2.87,2.645,2
1212,FAMILY LIFE ACADEMY CHARTER SCHOOL,9,40.840277,-73.918654,"14 W 170TH ST BRONX, NY 10452",0.95,2.48,2.6,2.54,2
1213,HARRIET TUBMAN CHARTER SCHOOL,9,40.832272,-73.905817,"3565 3RD AVE BRONX, NY 10456",0.94,2.5,2.85,2.675,2
1214,ICAHN CHARTER SCHOOL,9,40.839176,-73.904982,"1525 BROOK AVE BRONX, NY 10457",0.95,2.77,3.09,2.9299999999999997,2
1215,BRONX CHARTER SCHOOL FOR BETTER LEARNING,11,40.888739,-73.847787,"3740 BAYCHESTER AVE ANNEX BRONX, NY 10466",0.95,2.6,3.29,2.9450000000000003,2
1216,BRONX CHARTER SCHOOL FOR THE ARTS,8,40.821798,-73.886463,"950 LONGFELLOW AVE BRONX, NY 10474",0.93,2.74,3.19,2.965,2
